indicator,indicator_type,ip_version,prefix,asn,organization,country,malicious,confidence,category,source,first_seen,last_seen,malware
109.202.104.0/24,IPv4Prefix,4,109.202.104.0/24,49453,Global Layer B.V.,NL,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
109.206.244.0/22,IPv4Prefix,4,109.206.244.0/22,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
109.238.86.0/23,IPv4Prefix,4,109.238.86.0/23,201738,UFO TECHNOLOGIES LIMITED,GB,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
110.172.192.0/20,IPv4Prefix,4,110.172.192.0/20,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
110.34.48.0/22,IPv4Prefix,4,110.34.48.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
110.44.144.0/20,IPv4Prefix,4,110.44.144.0/20,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
110.48.0.0/16,IPv4Prefix,4,110.48.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
110.48.0.0/18,IPv4Prefix,4,110.48.0.0/18,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
110.48.136.0/22,IPv4Prefix,4,110.48.136.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
110.48.148.0/22,IPv4Prefix,4,110.48.148.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
110.48.192.0/18,IPv4Prefix,4,110.48.192.0/18,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
111.223.244.0/24,IPv4Prefix,4,111.223.244.0/24,64050,BGP Network Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
111.66.64.0/18,IPv4Prefix,4,111.66.64.0/18,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
111.68.64.0/19,IPv4Prefix,4,111.68.64.0/19,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
111.90.140.0/23,IPv4Prefix,4,111.90.140.0/23,45839,Shinjiru Technology Sdn Bhd,MY,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
111.90.142.0/23,IPv4Prefix,4,111.90.142.0/23,45839,Shinjiru Technology Sdn Bhd,MY,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
111.90.156.0/24,IPv4Prefix,4,111.90.156.0/24,45839,Shinjiru Technology Sdn Bhd,MY,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
111.90.157.0/24,IPv4Prefix,4,111.90.157.0/24,55639,Asia Web Service Ltd,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
112.142.0.0/15,IPv4Prefix,4,112.142.0.0/15,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
112.142.160.0/22,IPv4Prefix,4,112.142.160.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
112.143.0.0/19,IPv4Prefix,4,112.143.0.0/19,48589,Tiger Network Limited,GB,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
112.213.96.0/19,IPv4Prefix,4,112.213.96.0/19,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
112.90.143.0/24,IPv4Prefix,4,112.90.143.0/24,135061,China Unicom Guangdong IP network,CN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
113.212.128.0/19,IPv4Prefix,4,113.212.128.0/19,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
113.213.128.0/18,IPv4Prefix,4,113.213.128.0/18,208525,Airu Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
114.134.28.0/22,IPv4Prefix,4,114.134.28.0/22,4686,BEKKOAME INTERNET INC.,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
114.231.216.0/22,IPv4Prefix,4,114.231.216.0/22,4134,China Telecom Backbone,CN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
114.239.188.0/24,IPv4Prefix,4,114.239.188.0/24,4134,China Telecom Backbone,CN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
115.144.69.0/24,IPv4Prefix,4,115.144.69.0/24,4766,Korea Telecom,KR,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
115.167.3.0/24,IPv4Prefix,4,115.167.3.0/24,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
115.167.64.0/24,IPv4Prefix,4,115.167.64.0/24,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
116.206.164.0/24,IPv4Prefix,4,116.206.164.0/24,135632,APNIC ASN block,ID,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
116.206.167.0/24,IPv4Prefix,4,116.206.167.0/24,135632,APNIC ASN block,ID,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
117.120.136.0/22,IPv4Prefix,4,117.120.136.0/22,51847,Nearoute Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
117.18.0.0/24,IPv4Prefix,4,117.18.0.0/24,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
117.60.11.0/24,IPv4Prefix,4,117.60.11.0/24,4134,China Telecom Backbone,CN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
118.107.0.0/18,IPv4Prefix,4,118.107.0.0/18,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
118.107.16.0/20,IPv4Prefix,4,118.107.16.0/20,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
119.13.179.0/24,IPv4Prefix,4,119.13.179.0/24,9313,Network Technology (AUST) P/L,AU,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
119.161.184.0/21,IPv4Prefix,4,119.161.184.0/21,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
119.161.248.0/22,IPv4Prefix,4,119.161.248.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
119.161.252.0/22,IPv4Prefix,4,119.161.252.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
119.227.224.0/19,IPv4Prefix,4,119.227.224.0/19,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
119.232.0.0/16,IPv4Prefix,4,119.232.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
119.27.192.0/18,IPv4Prefix,4,119.27.192.0/18,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
119.58.0.0/16,IPv4Prefix,4,119.58.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
119.82.8.0/21,IPv4Prefix,4,119.82.8.0/21,18068,Dream Wave Shizuoka Co. Ltd.,JP,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
120.128.128.0/17,IPv4Prefix,4,120.128.128.0/17,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
120.128.192.0/18,IPv4Prefix,4,120.128.192.0/18,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
120.129.0.0/17,IPv4Prefix,4,120.129.0.0/17,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
120.129.128.0/17,IPv4Prefix,4,120.129.128.0/17,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
120.130.0.0/16,IPv4Prefix,4,120.130.0.0/16,137718,"Beijing Volcano Engine Technology Co., Ltd.",CN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
120.130.128.0/18,IPv4Prefix,4,120.130.128.0/18,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
120.233.59.0/24,IPv4Prefix,4,120.233.59.0/24,56040,China Mobile Group GuangDong Company,CN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
120.30.0.0/16,IPv4Prefix,4,120.30.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
120.30.64.0/18,IPv4Prefix,4,120.30.64.0/18,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
120.64.0.0/16,IPv4Prefix,4,120.64.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
120.67.0.0/16,IPv4Prefix,4,120.67.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
121.127.233.0/24,IPv4Prefix,4,121.127.233.0/24,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
121.14.35.0/24,IPv4Prefix,4,121.14.35.0/24,4134,China Telecom Backbone,CN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
121.234.236.0/24,IPv4Prefix,4,121.234.236.0/24,4134,China Telecom Backbone,CN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
122.0.196.0/22,IPv4Prefix,4,122.0.196.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
122.0.216.0/22,IPv4Prefix,4,122.0.216.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
122.0.240.0/22,IPv4Prefix,4,122.0.240.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
122.0.244.0/22,IPv4Prefix,4,122.0.244.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
122.10.112.0/21,IPv4Prefix,4,122.10.112.0/21,24544,Law's Cloud Infrastructure Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
122.129.0.0/18,IPv4Prefix,4,122.129.0.0/18,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
123.108.108.0/22,IPv4Prefix,4,123.108.108.0/22,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
123.136.80.0/20,IPv4Prefix,4,123.136.80.0/20,40065,CNSERVERS LLC,US,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
123.136.92.0/22,IPv4Prefix,4,123.136.92.0/22,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
123.242.0.0/17,IPv4Prefix,4,123.242.0.0/17,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
123.253.204.0/22,IPv4Prefix,4,123.253.204.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
123.254.104.0/21,IPv4Prefix,4,123.254.104.0/21,55933,Cloudie Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
124.147.128.0/17,IPv4Prefix,4,124.147.128.0/17,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
124.157.0.0/18,IPv4Prefix,4,124.157.0.0/18,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
124.175.224.0/19,IPv4Prefix,4,124.175.224.0/19,137718,"Beijing Volcano Engine Technology Co., Ltd.",CN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
124.198.131.0/24,IPv4Prefix,4,124.198.131.0/24,210558,1337 Services GmbH,DE,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
124.198.132.0/24,IPv4Prefix,4,124.198.132.0/24,210558,1337 Services GmbH,DE,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
124.20.0.0/16,IPv4Prefix,4,124.20.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
124.21.0.0/16,IPv4Prefix,4,124.21.0.0/16,138195,MOACK.Co.LTD,KR,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
124.242.0.0/16,IPv4Prefix,4,124.242.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
124.68.0.0/16,IPv4Prefix,4,124.68.0.0/16,210528,"Navox co.,Ltd",KR,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
125.31.192.0/18,IPv4Prefix,4,125.31.192.0/18,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
125.58.0.0/18,IPv4Prefix,4,125.58.0.0/18,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
129.56.0.0/16,IPv4Prefix,4,129.56.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
130.12.180.0/22,IPv4Prefix,4,130.12.180.0/22,202412,Omegatech LTD,SC,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
130.12.44.0/22,IPv4Prefix,4,130.12.44.0/22,400992,ZhouyiSat Communications,US,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
130.148.0.0/16,IPv4Prefix,4,130.148.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
130.196.0.0/16,IPv4Prefix,4,130.196.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
130.222.0.0/16,IPv4Prefix,4,130.222.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
131.108.16.0/22,IPv4Prefix,4,131.108.16.0/22,263744,Udasha S.A.,HN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
134.122.128.0/17,IPv4Prefix,4,134.122.128.0/17,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
134.122.168.0/24,IPv4Prefix,4,134.122.168.0/24,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
134.122.188.0/24,IPv4Prefix,4,134.122.188.0/24,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
134.122.189.0/24,IPv4Prefix,4,134.122.189.0/24,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
134.18.0.0/16,IPv4Prefix,4,134.18.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
134.195.104.0/22,IPv4Prefix,4,134.195.104.0/22,7029,Windstream Communications LLC,US,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
136.175.100.0/22,IPv4Prefix,4,136.175.100.0/22,7029,Windstream Communications LLC,US,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
136.230.0.0/16,IPv4Prefix,4,136.230.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
137.105.0.0/16,IPv4Prefix,4,137.105.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
137.218.0.0/16,IPv4Prefix,4,137.218.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
137.220.128.0/17,IPv4Prefix,4,137.220.128.0/17,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
137.42.0.0/16,IPv4Prefix,4,137.42.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
137.59.60.0/22,IPv4Prefix,4,137.59.60.0/22,203020,HostRoyale Technologies Pvt Ltd,IN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
137.72.0.0/16,IPv4Prefix,4,137.72.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
138.125.0.0/16,IPv4Prefix,4,138.125.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
138.185.116.0/22,IPv4Prefix,4,138.185.116.0/22,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
138.219.172.0/22,IPv4Prefix,4,138.219.172.0/22,263735,"SOCIEDAD BUENA HOSTING, S.A.",HN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
138.226.236.0/23,IPv4Prefix,4,138.226.236.0/23,205775,NEON CORE NETWORK LLC,US,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
138.241.0.0/16,IPv4Prefix,4,138.241.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
138.36.136.0/22,IPv4Prefix,4,138.36.136.0/22,263829,HOST PARA TU VIDA S.A.,HN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
138.36.92.0/22,IPv4Prefix,4,138.36.92.0/22,265645,HOSTINGFOREX S.A.,HN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
138.59.204.0/22,IPv4Prefix,4,138.59.204.0/22,263735,"SOCIEDAD BUENA HOSTING, S.A.",HN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
138.59.4.0/22,IPv4Prefix,4,138.59.4.0/22,263821,Soluciones Favorables,HN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
138.94.216.0/22,IPv4Prefix,4,138.94.216.0/22,263744,Udasha S.A.,HN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
138.97.156.0/22,IPv4Prefix,4,138.97.156.0/22,52449,My Tech BZ,BZ,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
138.99.36.0/22,IPv4Prefix,4,138.99.36.0/22,263740,Corporacion Laceibanetsociety,HN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
139.183.192.0/18,IPv4Prefix,4,139.183.192.0/18,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
14.128.32.0/20,IPv4Prefix,4,14.128.32.0/20,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
14.128.48.0/21,IPv4Prefix,4,14.128.48.0/21,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
14.152.94.0/24,IPv4Prefix,4,14.152.94.0/24,134763,CHINANET Guangdong province network,CN,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
140.222.0.0/16,IPv4Prefix,4,140.222.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
140.82.64.0/19,IPv4Prefix,4,140.82.64.0/19,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
140.82.96.0/20,IPv4Prefix,4,140.82.96.0/20,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
141.178.0.0/16,IPv4Prefix,4,141.178.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
141.206.128.0/20,IPv4Prefix,4,141.206.128.0/20,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
141.98.10.0/24,IPv4Prefix,4,141.98.10.0/24,209605,UAB Host Baltic,LT,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
141.98.11.0/24,IPv4Prefix,4,141.98.11.0/24,209605,UAB Host Baltic,LT,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
141.98.6.0/24,IPv4Prefix,4,141.98.6.0/24,213702,QWINS LTD,GB,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
141.98.8.0/24,IPv4Prefix,4,141.98.8.0/24,209605,UAB Host Baltic,LT,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
141.98.9.0/24,IPv4Prefix,4,141.98.9.0/24,209605,UAB Host Baltic,LT,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
142.102.0.0/16,IPv4Prefix,4,142.102.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
143.222.0.0/16,IPv4Prefix,4,143.222.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
143.92.32.0/20,IPv4Prefix,4,143.92.32.0/20,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
143.92.43.0/24,IPv4Prefix,4,143.92.43.0/24,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
143.92.48.0/20,IPv4Prefix,4,143.92.48.0/20,152194,CTG Server Limited,HK,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
144.215.0.0/16,IPv4Prefix,4,144.215.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
145.231.0.0/16,IPv4Prefix,4,145.231.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
146.106.0.0/16,IPv4Prefix,4,146.106.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
146.185.222.0/24,IPv4Prefix,4,146.185.222.0/24,50509,Transroute.Net,RU,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
146.19.125.0/24,IPv4Prefix,4,146.19.125.0/24,202412,Omegatech LTD,SC,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
146.19.5.0/24,IPv4Prefix,4,146.19.5.0/24,208846,"LLC ""ATOM3""",UA,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
146.252.0.0/16,IPv4Prefix,4,146.252.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
146.3.0.0/16,IPv4Prefix,4,146.3.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
146.47.0.0/16,IPv4Prefix,4,146.47.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
146.51.0.0/16,IPv4Prefix,4,146.51.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
147.119.0.0/16,IPv4Prefix,4,147.119.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
147.16.0.0/14,IPv4Prefix,4,147.16.0.0/14,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
147.45.124.0/23,IPv4Prefix,4,147.45.124.0/23,400992,ZhouyiSat Communications,US,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
147.45.222.0/24,IPv4Prefix,4,147.45.222.0/24,216127,INTERNATIONAL HOSTING COMPANY LIMITED,GB,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
147.45.45.0/24,IPv4Prefix,4,147.45.45.0/24,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
147.45.47.0/24,IPv4Prefix,4,147.45.47.0/24,219202,NEUROSIGNAL LLC,EU,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
147.7.0.0/16,IPv4Prefix,4,147.7.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
147.78.224.0/22,IPv4Prefix,4,147.78.224.0/22,209723,EXPERT NETCLOUD LLP,GB,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
148.148.0.0/16,IPv4Prefix,4,148.148.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
148.178.0.0/16,IPv4Prefix,4,148.178.0.0/16,,,,true,high,malicious netblock,Spamhaus DROP,,2026-09-01T21:16:29.663020+00:00,
